Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,LogReturns
1712091600000,0.00020948,0.00021045,0.00020756,0.00020944,6942693852.0,1712095199999,1451623.10443708,204895,3492060488.0,730237.90671118,-0.00019096724969710978
1712095200000,0.00020946,0.00021171,0.00020862,0.00021158,7529388690.0,1712098799999,1583279.78679217,204389,4191495909.0,881406.81710668,0.01016587539703877
1712098800000,0.00021158,0.00021207,0.00020866,0.00020936,8701241686.0,1712102399999,1832741.34211409,218488,3575035070.0,752733.76730814,-0.010547919336738112
1712102400000,0.00020936,0.00021082,0.00019848,0.00020426,36119765420.0,1712105999999,7371701.36103695,537323,15994697194.0,3267316.48859947,-0.024661566071937445
1712106000000,0.00020426,0.00021189,0.00020176,0.00021149,22229773764.0,1712109599999,4606376.83703812,433058,11161560983.0,2313035.98340239,0.034784023894705564
1712109600000,0.00021148,0.0002135,0.00020967,0.00021137,17121140877.0,1712113199999,3618524.68063827,273217,9024603471.0,1908050.81717933,-0.0005675637479131685
1712113200000,0.00021137,0.00021217,0.00020892,0.00021074,11298317607.0,1712116799999,2378064.19383236,220758,5961924170.0,1255003.35189252,-0.002985006125363837
1712116800000,0.00021073,0.00021371,0.00020985,0.00021111,15890960969.0,1712120399999,3368363.3897449,216866,7842276573.0,1662464.19178596,0.0017541784751857756
1712120400000,0.00021112,0.00021123,0.00020726,0.0002086,12835808600.0,1712123999999,2682290.22396783,192206,6198202907.0,1295321.07591936,-0.011960782079895215
1712124000000,0.00020861,0.00021247,0.00020793,0.00021232,12949621327.0,1712127599999,2729120.17273793,188772,6576312167.0,1385365.5054083,0.017676028017225398
1712127600000,0.00021232,0.00021232,0.00020963,0.0002097,12458738344.0,1712131199999,2629760.14635821,220583,5461080766.0,1152729.78725329,-0.012416632676023158
1712131200000,0.0002097,0.00021299,0.00020817,0.00021242,15480463528.0,1712134799999,3266164.13456053,291271,7999475234.0,1688568.99533248,0.012887508985519243
1712134800000,0.00021241,0.000215,0.00021103,0.00021237,21457829259.0,1712138399999,4567853.86688711,348978,10604236987.0,2257197.89767698,-0.00023541043918594328
1712138400000,0.00021238,0.00021278,0.00020938,0.00021074,14805665006.0,1712141999999,3124555.11080684,317850,6800838149.0,1436036.54535281,-0.007704890282826011
1712142000000,0.00021073,0.00021078,0.00020729,0.00020782,17095917501.0,1712145599999,3564336.86788171,382180,8626198629.0,1798200.93881239,-0.013952825746880894
1712145600000,0.00020782,0.00020851,0.0002054,0.00020647,13721564890.0,1712149199999,2837970.33020826,367320,6442251128.0,1332399.74711218,-0.006517197027712686
1712149200000,0.00020647,0.00020754,0.00020292,0.0002046,14022821279.0,1712152799999,2872525.90855264,402014,6496491386.0,1331196.98902774,-0.009098269879261798
1712152800000,0.0002046,0.00021227,0.00020459,0.0002105,20477872429.0,1712156399999,4293787.9280541,496424,9955636710.0,2087473.1411277,0.028428799604909977
1712156400000,0.00021051,0.0002106,0.00020428,0.00020541,12503692676.0,1712159999999,2586707.01579503,393757,5332594384.0,1102828.48315875,-0.02447767132135487
1712160000000,0.00020539,0.0002071,0.00020468,0.00020482,13447066957.0,1712163599999,2768243.02582044,392502,6917068528.0,1423934.09203802,-0.002876437153789619
1712163600000,0.00020482,0.00020575,0.0002,0.00020075,18114465296.0,1712167199999,3664430.13529503,389978,8638439765.0,1747964.35198084,-0.020071191820420487
1712167200000,0.00020076,0.00020223,0.00019773,0.00020171,23119596632.0,1712170799999,4611106.80636208,407336,10412425377.0,2077668.14030587,0.004770669486370345
1712170800000,0.00020171,0.00020242,0.00019868,0.00019951,11607517615.0,1712174399999,2323328.22456069,325417,5571139271.0,1115304.54819083,-0.010966661926271513
1712174400000,0.0001995,0.00020004,0.00019437,0.00019683,25049885632.0,1712177999999,4927900.88110656,349868,8654045577.0,1702286.05569316,-0.013523948362073913
1712178000000,0.00019682,0.00020022,0.00019421,0.00020007,11306390123.0,1712181599999,2219962.37206648,234713,5095153998.0,1001332.94302039,0.016326893287428666
1712181600000,0.00020008,0.00020073,0.00019904,0.00019956,12748813184.0,1712185199999,2548766.24440094,254941,6790329839.0,1357522.55892771,-0.002552362319487963
1712185200000,0.00019956,0.00020046,0.00019838,0.00019861,7872072191.0,1712188799999,1571933.27329545,162929,3978315677.0,794630.81129486,-0.0047718401821364095
1712188800000,0.00019861,0.00020214,0.00019793,0.00020182,11897112847.0,1712192399999,2384656.54307265,306318,6230893085.0,1249055.97063738,0.01603310822568252
1712192400000,0.00020184,0.00020338,0.00019833,0.0001989,13750972521.0,1712195999999,2755605.69141766,301282,6179764207.0,1240130.79289795,-0.014574025176456132
1712196000000,0.0001989,0.00019912,0.00019583,0.00019761,12285854004.0,1712199599999,2426558.24700387,365906,5769075932.0,1139051.67724427,-0.0065067945392153406
1712199600000,0.00019761,0.00019839,0.00019528,0.00019627,8975900868.0,1712203199999,1762952.65540638,346700,3950840104.0,775887.10117641,-0.006804129022723638
1712203200000,0.00019629,0.00019797,0.00019325,0.00019752,11657432176.0,1712206799999,2275030.92321985,399048,5904226071.0,1152661.78151884,0.006348582738936394
1712206800000,0.00019752,0.00019919,0.00019659,0.00019837,8681328002.0,1712210399999,1718189.95006865,262787,4657661182.0,921728.27060972,0.004294128703093359
1712210400000,0.00019838,0.00020246,0.00019827,0.00020202,12552254823.0,1712213999999,2523711.98540687,255079,6514650152.0,1308891.80674767,0.018232728661020763
1712214000000,0.00020202,0.00020363,0.00020098,0.00020148,9847859591.0,1712217599999,1993143.48930816,232708,4864962800.0,985071.53785618,-0.0026765815235883167
1712217600000,0.0002015,0.00020457,0.00020101,0.00020307,8704539267.0,1712221199999,1767441.07624186,241909,4876557498.0,990870.90582116,0.007860626311176094
1712221200000,0.00020307,0.00020407,0.00020227,0.00020289,6585866362.0,1712224799999,1337111.46408133,188587,3084624987.0,626266.54075702,-0.0008867869336676025
1712224800000,0.00020289,0.00020361,0.000201,0.00020176,7705751338.0,1712228399999,1556710.16863359,182432,3024755247.0,611591.11499852,-0.005585088038348948
1712228400000,0.00020179,0.00020297,0.00020109,0.00020177,5605964380.0,1712231999999,1133231.0709427,189034,2675814760.0,540865.35846396,4.956260997718637e-05
1712232000000,0.00020177,0.00020363,0.00020162,0.00020336,11631839172.0,1712235599999,2361569.52807505,211809,7007815368.0,1422915.78807296,0.007849372614557346
1712235600000,0.00020336,0.00021073,0.00020297,0.00020591,39444743480.0,1712239199999,8178097.6129121,537460,22311123528.0,4627469.17802661,0.012461372678911467
1712239200000,0.00020591,0.00020966,0.00020521,0.00020776,20371282978.0,1712242799999,4226804.37038172,387864,10832774705.0,2248091.10359529,0.008944387234437716
1712242800000,0.00020777,0.00020795,0.00020466,0.00020588,12611028257.0,1712246399999,2597270.48468843,234809,5515469403.0,1136625.95845129,-0.00909009256993922
1712246400000,0.00020589,0.00020839,0.00020502,0.00020631,12512600397.0,1712249999999,2588571.72709697,330147,5110449280.0,1057439.74139579,0.002086417215300595
1712250000000,0.00020631,0.00020858,0.00020282,0.00020772,33222419331.0,1712253599999,6801959.41851898,350465,15450893642.0,3163688.00230378,0.006811126976263836
1712253600000,0.00020771,0.0002097,0.00020381,0.00020427,25243268712.0,1712257199999,5230322.21707128,467652,12759825746.0,2645363.64318728,-0.01674837081313327
1712257200000,0.00020428,0.00020707,0.00020335,0.0002052,19687095387.0,1712260799999,4034663.8242918,332471,9914517308.0,2034211.48421332,0.004542465133629538
1712260800000,0.00020521,0.00020537,0.0001979,0.00020014,31896316396.0,1712264399999,6374286.7326358,464949,14770445233.0,2950233.19842212,-0.02496799163430444
1712264400000,0.00020014,0.00020146,0.00019727,0.00019862,10759121091.0,1712267999999,2140967.99651232,194534,4904215422.0,976773.18892942,-0.007623670187097546
1712268000000,0.00019862,0.00019985,0.00019764,0.00019888,7661364645.0,1712271599999,1522591.56935656,198895,4151166103.0,824930.05417819,0.0013081762871885111
1712271600000,0.00019887,0.00020084,0.00019849,0.00020055,5568778752.0,1712275199999,1113472.82423854,170238,2775140543.0,554918.95950865,0.008361964453660865
1712275200000,0.00020058,0.00020199,0.00019918,0.00020153,8301969782.0,1712278799999,1661056.8091831,271835,4573655502.0,915272.99350081,0.004874661463335931
1712278800000,0.00020152,0.00020152,0.00019645,0.00019755,9220681598.0,1712282399999,1830290.53707436,317576,4233184506.0,839800.17872711,-0.01994653682199804
1712282400000,0.00019754,0.00019762,0.00019143,0.00019269,17348655490.0,1712285999999,3368860.64274321,420153,9048768830.0,1758599.27958149,-0.02490903691958895
1712286000000,0.00019268,0.00019685,0.000192,0.00019661,10948798947.0,1712289599999,2131048.48961581,259012,5759453343.0,1121227.9512163,0.02013939118158863
1712289600000,0.00019659,0.00019661,0.00019134,0.00019232,10075442458.0,1712293199999,1950767.70053235,246625,5256092927.0,1018853.98030699,-0.02206141977255672
1712293200000,0.00019232,0.00019235,0.00018701,0.00019056,21302680121.0,1712296799999,4027653.15769828,369258,9905696332.0,1871327.61311067,-0.009193545739852888
1712296800000,0.00019058,0.000192,0.00018998,0.00019128,8308075354.0,1712300399999,1588087.26725633,209778,3658794547.0,699324.09332527,0.003771217543079324
1712300400000,0.00019128,0.00019128,0.00018927,0.00019009,7671135976.0,1712303999999,1457629.41100402,245373,3618254789.0,687437.58177759,-0.006240678932007239
1712304000000,0.00019009,0.00019358,0.00018829,0.00018934,16660814015.0,1712307599999,3171683.3918807,244323,7980600899.0,1522115.5401807,-0.003953303517316946
1712307600000,0.00018934,0.00018941,0.00018609,0.0001879,18713768017.0,1712311199999,3507975.733995,348263,7175160236.0,1344693.14550487,-0.007634434281325628
1712311200000,0.0001879,0.00018961,0.00018601,0.00018894,11074236820.0,1712314799999,2081153.4267086,302054,5861286393.0,1101851.03789108,0.005519597921568641
1712314800000,0.00018894,0.00018913,0.00018588,0.0001862,12850581247.0,1712318399999,2407959.16080911,315968,5340733547.0,1000746.93597567,-0.014608139498021486
1712318400000,0.00018621,0.00019089,0.00018488,0.00019039,22695716474.0,1712321999999,4259060.15125899,430803,11014426249.0,2068936.44341369,0.02225323512661842
1712322000000,0.00019037,0.00019152,0.00018847,0.00019103,14071413824.0,1712325599999,2678442.99233968,364776,6534448870.0,1243528.9833125,0.0033558838059752974
1712325600000,0.00019102,0.00019268,0.00018942,0.00019195,12626521816.0,1712329199999,2413245.4522611,367057,6304451340.0,1205180.7973274,0.004804437671246303
1712329200000,0.00019193,0.00019222,0.00018965,0.00019185,9686873448.0,1712332799999,1848980.89848148,312311,5465438385.0,1043128.42617019,-0.0005211047538452944
1712332800000,0.00019184,0.00019251,0.00018916,0.00018987,10541250388.0,1712336399999,2008196.47761012,265689,4662534368.0,888343.5116752,-0.010374189237637766
1712336400000,0.00018987,0.00019045,0.0001881,0.00018873,10088055383.0,1712339999999,1907658.48591403,229500,4870950120.0,921476.25717068,-0.006022205205275744
1712340000000,0.00018873,0.00019026,0.00018777,0.00019014,8618997934.0,1712343599999,1631016.91712559,232312,5046729893.0,955521.41011961,0.007443220680836402
1712343600000,0.00019015,0.00019147,0.00018944,0.00018963,7238317042.0,1712347199999,1380131.66771874,170040,3871132735.0,738364.13875609,-0.0026858377785672115
1712347200000,0.00018962,0.00019188,0.00018957,0.00019068,5156946146.0,1712350799999,983730.83951867,133188,2736027721.0,522120.99563926,0.005521825184307947
1712350800000,0.00019068,0.00019094,0.00018885,0.00018897,4697122109.0,1712354399999,892448.95475569,92195,1715504196.0,325732.07717762,-0.009008358034677635
1712354400000,0.00018896,0.00018962,0.00018813,0.00018834,4492071036.0,1712357999999,849589.00884325,114482,2283233769.0,431896.07304392,-0.003339432220030113
1712358000000,0.00018833,0.0001893,0.00018802,0.00018805,4605621687.0,1712361599999,868886.87279079,109566,2028454118.0,382723.0388494,-0.0015409551655718103
1712361600000,0.00018805,0.0001916,0.00018666,0.00019033,10684973585.0,1712365199999,2024284.8140738,244464,6154322274.0,1165787.55416949,0.012051522783347222
1712365200000,0.00019032,0.000193,0.00018993,0.00019191,9133819757.0,1712368799999,1751948.25170908,244230,4853584340.0,931117.81061281,0.008267104430463306
1712368800000,0.00019189,0.00019376,0.0001915,0.00019368,7313198378.0,1712372399999,1407695.15514436,211863,3912895816.0,753285.30097814,0.009180800499647077
1712372400000,0.00019368,0.0001978,0.00019312,0.0001949,17467456667.0,1712375999999,3414318.1709245,199853,9845369226.0,1924807.77009457,0.006279293883712083
1712376000000,0.00019492,0.00019532,0.00019241,0.00019383,7406080291.0,1712379599999,1433563.90662804,180527,4093088276.0,792067.6960518,-0.005505120275331239
1712379600000,0.00019385,0.00019696,0.00019349,0.00019468,10601303106.0,1712383199999,2071867.62491089,236871,5777199384.0,1129065.13518206,0.004375698727069834
1712383200000,0.00019468,0.00019503,0.00019329,0.00019448,8237696568.0,1712386799999,1597538.28817384,178606,4414591096.0,856101.85004539,-0.0010278549573856906
1712386800000,0.00019448,0.00019449,0.00019261,0.00019385,7574250967.0,1712390399999,1466156.98261972,185488,3887373213.0,752480.00983434,-0.0032446658909297955
1712390400000,0.00019385,0.00019678,0.00019346,0.00019662,9812882803.0,1712393999999,1913746.09639688,181355,5345044157.0,1042609.03230414,0.014188267821840083
1712394000000,0.00019662,0.0001976,0.00019341,0.00019369,15962589080.0,1712397599999,3116101.00739392,230990,8714231801.0,1701475.45445881,-0.015013989084630407
1712397600000,0.00019369,0.00019517,0.0001927,0.00019371,8136318635.0,1712401199999,1576579.59494797,191800,4001201435.0,775351.75552122,0.00010325245233738537
1712401200000,0.00019371,0.00019401,0.00019206,0.00019264,7503603494.0,1712404799999,1447260.19614071,182369,4016581653.0,774788.37002919,-0.005539033186029002
1712404800000,0.00019262,0.00019381,0.00019168,0.00019262,7543197578.0,1712408399999,1453405.56545135,158254,3848555064.0,741937.08289712,-0.00010382598773795279
1712408400000,0.00019262,0.00019262,0.00018963,0.00019038,10754391113.0,1712411999999,2051221.05181537,181881,4434237503.0,846802.87573311,-0.011697261309559047
1712412000000,0.00019039,0.00019303,0.00019011,0.00019284,6229771430.0,1712415599999,1195418.26957587,166828,3647609548.0,699738.501933,0.012838754714262423
1712415600000,0.00019285,0.00019474,0.00019256,0.00019318,9501920730.0,1712419199999,1838250.883114,233278,4685183690.0,906256.78768322,0.001761567213728143
1712419200000,0.00019318,0.00019449,0.00019286,0.00019358,7546497308.0,1712422799999,1461186.55488406,220026,3906994412.0,756525.04820449,0.0020684669697926374
1712422800000,0.00019357,0.00019472,0.00019262,0.00019428,9128099978.0,1712426399999,1769519.35914942,180953,4722932190.0,915188.13391056,0.0036095537566014106
1712426400000,0.00019429,0.00019493,0.00019315,0.00019367,8797084783.0,1712429999999,1707606.06299996,146144,5029099476.0,976333.59387248,-0.003144737737903447
1712430000000,0.00019367,0.00019435,0.00019289,0.00019302,5406546817.0,1712433599999,1046415.5177865,125261,2966998108.0,574226.27349568,-0.003361869260650615
1712433600000,0.00019301,0.00019465,0.00019252,0.00019456,4418776544.0,1712437199999,854394.78333098,107387,2340400940.0,452711.93021231,0.007946788298812332
1712437200000,0.00019456,0.00019563,0.00019288,0.00019308,7596610648.0,1712440799999,1477608.86144035,100431,3636854959.0,707372.97336664,-0.007635987985510141
1712440800000,0.00019308,0.00019543,0.00019304,0.00019541,6437936385.0,1712444399999,1250914.02439312,155886,3148617412.0,611638.43828163,0.011995304579560015
1712444400000,0.0001954,0.00019848,0.00019484,0.00019529,18290650875.0,1712447999999,3598403.82013468,271743,9091888266.0,1788280.67458165,-0.0006142820771610726
1712448000000,0.00019529,0.00019846,0.00019348,0.00019711,13701711099.0,1712451599999,2684936.00228883,269803,7584553190.0,1486079.87834598,0.009276315244147074
1712451600000,0.0001971,0.00020979,0.00019633,0.00020587,57556013255.0,1712455199999,11812814.03650403,511584,31057724769.0,6370772.75746697,0.04348295308237892
1712455200000,0.00020584,0.00020812,0.00020326,0.00020503,20260967967.0,1712458799999,4169786.14226858,345177,9775617107.0,2012467.75531786,-0.0040885917262614944
1712458800000,0.00020504,0.00020618,0.00020346,0.00020382,13599114439.0,1712462399999,2785276.58300465,244724,6174967883.0,1264228.28333381,-0.005919058494407831
1712462400000,0.00020383,0.00020597,0.00020243,0.00020285,12303369825.0,1712465999999,2505610.82923345,211144,6096439626.0,1241702.82690531,-0.004770461748091389
1712466000000,0.00020285,0.00020407,0.00020241,0.00020309,8224262429.0,1712469599999,1671394.69288905,166527,3694375266.0,750966.40669886,0.0011824408925620955
1712469600000,0.0002031,0.00020318,0.00020096,0.0002026,16429501618.0,1712473199999,3320016.09465786,244383,8952289238.0,1809170.36829409,-0.002415638730435364
1712473200000,0.0002026,0.00020465,0.00020052,0.00020226,9865735754.0,1712476799999,1994375.65040129,154646,5167135440.0,1044538.92177268,-0.00167959334055856
1712476800000,0.00020224,0.00020333,0.000201,0.00020276,8630629656.0,1712480399999,1745955.10882952,150192,3784809217.0,766095.55664378,0.002469015130124278
1712480400000,0.00020276,0.00020327,0.00019971,0.00020041,8035577699.0,1712483999999,1616915.21511367,179188,3258036601.0,655582.31916915,-0.011657745438811675
1712484000000,0.0002004,0.00020871,0.0001992,0.00020638,29458972899.0,1712487599999,6035633.13069883,281193,14509030874.0,2971463.79824718,0.02935386152223133
1712487600000,0.00020639,0.00020689,0.0002033,0.00020485,12170941039.0,1712491199999,2489969.10454697,238075,6949365762.0,1421721.3153646,-0.007441125694688297
1712491200000,0.00020484,0.00020495,0.00020351,0.00020425,6764425405.0,1712494799999,1380134.15382378,182964,3524127275.0,719048.69999344,-0.002933270252767807
1712494800000,0.00020424,0.00020584,0.00020379,0.00020495,7734186886.0,1712498399999,1582520.87935882,205933,4170660954.0,853414.70920047,0.0034213132102343387
1712498400000,0.00020495,0.00020994,0.00020423,0.00020769,18589012442.0,1712501999999,3846188.90703341,292852,9917979126.0,2051814.51799204,0.013280536407697323
1712502000000,0.00020766,0.00021222,0.00020674,0.0002092,30521801692.0,1712505599999,6394834.42067324,378106,15775057343.0,3305941.59599669,0.007244148832724072
1712505600000,0.00020921,0.00021096,0.000208,0.00021044,14442302051.0,1712509199999,3029153.67293612,335267,7553369035.0,1584336.37989937,0.005909844671838766
1712509200000,0.00021043,0.00021062,0.00020695,0.00020766,12001821865.0,1712512799999,2501662.80386571,248045,5608323488.0,1169241.05987102,-0.013298449987298606
1712512800000,0.00020768,0.00020773,0.00020418,0.00020689,11725614877.0,1712516399999,2414714.91263845,239095,5990158804.0,1233532.05602828,-0.003714875819656044
1712516400000,0.00020689,0.00020766,0.00020418,0.00020537,9915934767.0,1712519999999,2043069.60104234,225796,5230669159.0,1078244.94964913,-0.0073740207036501046
1712520000000,0.00020537,0.00020876,0.00020531,0.00020662,13478825319.0,1712523599999,2791628.18006233,200580,6759996535.0,1400058.91736775,0.006068127069297518
1712523600000,0.00020662,0.00020689,0.00020328,0.00020369,7725050293.0,1712527199999,1586779.51610659,134844,3296416222.0,677527.40075231,-0.014282127195250221
1712527200000,0.00020369,0.00020481,0.00020218,0.00020362,9575026864.0,1712530799999,1948888.26381907,177234,4790175761.0,975398.58225541,-0.0003437185469993978
1712530800000,0.00020362,0.00020642,0.00020346,0.00020546,6002111087.0,1712534399999,1232297.14917717,160173,3428268182.0,704013.09831778,0.008995856109067831
1712534400000,0.00020546,0.00020561,0.00020153,0.00020257,8710665585.0,1712537999999,1768715.26013566,258230,3729632830.0,757301.60005136,-0.014165861962402538
1712538000000,0.00020256,0.00020502,0.00020194,0.00020303,7396961394.0,1712541599999,1507267.90870986,225131,3806223064.0,775956.16935491,0.0022682455484348395
1712541600000,0.00020303,0.00020348,0.00020098,0.00020157,5777344638.0,1712545199999,1167811.48493333,197231,2361760330.0,477537.14212256,-0.007217035773981652
1712545200000,0.00020156,0.00020333,0.00020009,0.00020284,7972956519.0,1712548799999,1608444.6226783,236150,3858457080.0,778648.34532592,0.006280775326650036
1712548800000,0.00020286,0.00020292,0.00020132,0.00020239,4595514418.0,1712552399999,929292.34791506,146928,1814522190.0,366930.924669,-0.0022209618487040524
1712552400000,0.00020239,0.00020568,0.00020239,0.00020496,7374334901.0,1712555999999,1508506.94161157,181095,3859578223.0,789313.22444192,0.012618309070309886
1712556000000,0.00020496,0.00020538,0.00020347,0.0002048,6887422309.0,1712559599999,1409381.51588575,171677,3270234835.0,669349.33677758,-0.0007809449830713962
1712559600000,0.00020479,0.00021069,0.00020466,0.00020963,17352983615.0,1712563199999,3615318.07410913,330940,10068559051.0,2098329.83001176,0.023310178810438446
1712563200000,0.00020963,0.00021911,0.00020919,0.00021857,40779115871.0,1712566799999,8708058.5342249,536959,19636392930.0,4193461.23348617,0.041762257386304805
