Open time,LogReturns,LogLow/O,LogHigh/O
1609545600000,-0.0194931201125141,-0.027627506440723197,0.9978078799630217
1609549200000,0.0108315808903876,-0.009242534352356876,0.9918295061266382
1609552800000,0.0040246130331424,-0.002248811672812405,0.9963274874020323
1609556400000,0.0041799138988247,-0.000803720119044026,0.993728411190948
1609560000000,-0.0040651626220907,-0.010743216532529208,0.9994756832452348
1609563600000,0.0040651626220908,-0.002067896652799604,0.9966597450869769
1609567200000,-0.0067077791998918,-0.009592537440180137,0.9995411184517101
1609570800000,-0.0082019751663952,-0.009936534673330052,0.9971802840996835
1609574400000,-0.0052917868377892,-0.008385793376273959,0.9979910062633622
1609578000000,-0.0050854997808945,-0.007313181635816167,0.9978876906442646
1609581600000,0.0029258608268136,-0.01589163557363221,0.9941964680997509
1609585200000,0.0052450729256268,-0.0007599006649463232,0.9960089138620128
1609588800000,0.0428937831771269,-0.010574690309155301,0.9753460086534095
1609592400000,0.0016135766472169,-0.01645041728750824,0.9893954672262048
1609596000000,-0.0051838136204295,-0.016028139586814285,0.9966393284654773
1609599600000,-0.0004471772014148,-0.009147859623259954,0.997957779421897
1609603200000,0.0240842396690274,-0.007965934640219897,0.9845222656778713
1609606800000,-0.0027874201634884,-0.01418229575868689,0.9963769005518367
1609610400000,0.000765948171816,-0.007636770350925601,0.9952219883442018
1609614000000,0.0020214719916722,-0.0012588600770311075,0.9943935765431642
1609617600000,-0.0515748477595756,-0.057980740041399345,0.9979772495118612
1609621200000,0.0186740410828021,-0.02123912020272046,0.9871362228438847
1609624800000,0.0029287545575673,-0.007304882563694606,0.9935148445991446
1609628400000,-0.0021957613754155,-0.011480403201242894,0.9968176872380439
1609632000000,-0.0053689128372991,-0.007071165088232504,0.9942591053183812
1609635600000,-0.0039176771186426,-0.013464375019815358,0.9982385545768674
1609639200000,-0.0047901551447901,-0.008340522500134607,1.0
1609642800000,-0.0027475689866364,-0.005847634618809633,0.999410091198515
1609646400000,0.0082201627384399,-0.005171533677274849,0.994121511756116
1609650000000,-0.0067309591869723,-0.00943430194296088,0.9960535400417077
1609653600000,0.0109290705321902,-0.0012026459657603415,0.9917593057182328
1609657200000,-0.0129916357185386,-0.014656245924112564,0.9999673457771373
1609660800000,0.0124819950042036,-0.010090902981962831,0.9888449655580496
1609664400000,0.0153447071182759,-0.0008498343334620726,0.9804454547222629
1609668000000,0.0382484045522396,0.0,0.9756297582793702
1609671600000,0.0135969462594593,-0.0003221649512401478,0.9751919774875312
1609675200000,0.0248450238530839,-0.003873403086501938,0.9822515572619885
1609678800000,0.0206561871632569,-0.009242497903183702,0.9686327421510933
1609682400000,-0.0030409024497204,-0.023188406217874272,0.9857477802266423
1609686000000,-0.004578762578243,-0.04372763120851937,0.9938753830699354
1609689600000,-0.0159855373878623,-0.017612979768276596,0.9811895004444976
1609693200000,0.0101555116694815,-0.004778981616350692,0.9876220987494282
1609696800000,-0.0068449355028735,-0.02423511881526391,0.9960915913126138
1609700400000,0.0078189698761428,-0.011425134665177975,0.9929325009998548
1609704000000,0.0177750858395735,-0.002000359705828013,0.9881055055513698
1609707600000,0.0057720942248313,-0.010428890146981026,0.990386761192327
1609711200000,0.0072306894931459,-0.012739667252308797,0.9925864268327412
1609714800000,0.0240064546477219,-0.0034324122742617072,0.9750052047061528
1609718400000,0.0421269879041729,-0.00024245363193083888,0.9575941306912984
1609722000000,0.0024618541360616,-0.014230451253483682,0.993049122285407
1609725600000,0.0030110040119643,-0.0186895062684872,0.9968029498641081
1609729200000,0.0316850977722197,-0.002547182111255735,0.9752865228854961
1609732800000,0.0190853957789709,-0.0041766840408822455,0.9742701428976878
1609736400000,0.0167844034419109,-0.021583571667174516,0.9871805029958705
1609740000000,-0.0132296633416684,-0.020436500076743382,0.9751515005008072
1609743600000,-0.0526153180373616,-0.09359558874279106,0.9908707046044911
1609747200000,-0.0126857489885158,-0.059961390471456655,0.9790050814881053
1609750800000,-0.0298557973316157,-0.08920744028123712,0.99336445811356
1609754400000,0.0058608930258205,-0.07767248235511062,0.9926576660079296
1609758000000,0.0150700482218213,-0.03257743960302191,0.9856075678085631
1609761600000,-0.0035450135204068,-0.01995922117216984,0.9917216722841585
1609765200000,0.0056660050538723,-0.032581501325352806,0.9960535448592863
1609768800000,0.0229927284374556,-0.0023085449935988604,0.9840941304651616
1609772400000,-0.0055831267417458,-0.017457960336925683,0.9987349502478603
1609776000000,-0.0220817355397277,-0.045048616914064664,0.9930922316213873
1609779600000,-0.0178981033593747,-0.038331798988438345,0.9944534722507365
1609783200000,0.0187019429184636,-0.0006258575656230259,0.985554775171304
1609786800000,0.0234040812050071,-0.0008039155848750837,0.9846339914658525
1609790400000,-0.0196770464847626,-0.022269308033881576,0.9967484936364145
1609794000000,-0.0011307954465414,-0.012987195526811303,0.9913960603932129
1609797600000,0.0245408232001585,-0.005245386882080998,0.9780045320508377
1609801200000,0.03565109750059,-0.016647343715136962,0.9746658159949738
1609804800000,-0.008156397590217,-0.012872261404833564,0.9843955278458753
1609808400000,-0.0058348459975431,-0.024936686794619176,0.9926627445204405
