Open time,LogReturns,LogLow/O,LogHigh/O
1609545600000,-0.0327499569896356,-0.04794485558148143,0.0007125216926149314
1609549200000,0.0254507430120229,-0.012394751273347104,0.026345672686055366
1609552800000,0.0320106842186515,-0.004928522151150805,0.04870091865903037
1609556400000,0.0193179005141334,-0.01425534968178388,0.0289575679247851
1609560000000,-0.0186227728595322,-0.021021163127326936,0.006515432279833533
1609563600000,-0.0045802327687416,-0.009205858274284218,0.009180238579619804
1609567200000,-0.0049936349061625,-0.017728949916846926,0.002611785238432418
1609570800000,-0.0219643733425462,-0.022974868913320012,0.006232247660254764
1609574400000,0.0025978139571809,-0.013452075719344148,0.009839315448795016
1609578000000,0.006284464268428,-0.011927552498816496,0.023862849335883674
1609581600000,0.0149116391917837,-0.0027614833078146717,0.023316794756036874
1609585200000,0.0155343158317318,-0.0008778902726511717,0.030952030412691567
1609588800000,0.0381773880898953,-0.017969215072405564,0.03923149972830986
1609592400000,0.0262442628319171,-0.00013499223815127692,0.03416773296920672
1609596000000,-0.0095010760679254,-0.04079553491972998,0.0003065234788142135
1609599600000,0.0280322872839692,-0.013315271929189798,0.02812295184784208
1609603200000,0.0074689988719459,-0.021876857818144302,0.010921121066476136
1609606800000,0.0276078558124266,-0.0030680937225175953,0.05414979967135203
1609610400000,-0.0129929651514682,-0.023093385191980342,0.0006644932445434293
1609614000000,-0.0074344288774133,-0.025049991952363904,0.002456152634457087
1609617600000,-0.0811668991165699,-0.09381163173848472,0.0009534000023019296
1609621200000,0.0559966595755661,-0.03170373594825904,0.0686203368839724
1609624800000,0.0032664695316222,-0.015424357675411837,0.013518388469892173
1609628400000,-0.0028426371020973,-0.015617638463372607,0.010274302968654059
1609632000000,-0.0183115136063596,-0.02716454293400572,0.010202405632098621
1609635600000,-0.0160521029453791,-0.020921967401271946,0.020070056078580478
1609639200000,0.0254471177234612,-0.00040502228176242383,0.025794342867858866
1609642800000,-0.0117659443177078,-0.018937716976154206,0.0009096040562059926
1609646400000,0.0065451482425174,-0.0020766594357857215,0.010571599541544074
1609650000000,-0.0010474380075039,-0.004391295094205994,0.02468375147585533
1609653600000,0.0325798475743864,-0.001015710477378029,0.04165895919798235
1609657200000,-0.0261471893867478,-0.03348447140450794,0.0012378484362765008
1609660800000,0.0055961934639206,-0.025892097008064052,0.011902826262223165
1609664400000,-0.0174267365807747,-0.021937756198639136,0.010467668857747636
1609668000000,0.0194411210510396,-0.005026309691219755,0.024726970934102255
1609671600000,-0.000674639039309,-0.007856871495219853,0.034621944304503494
1609675200000,0.0064989189295399,-0.01286268870705598,0.014364010077238198
1609678800000,0.0205298985909839,-0.009604384903771912,0.05289876933597393
1609682400000,-0.0041085695338948,-0.026404032485702,0.01558713352351715
1609686000000,-0.0240638209595685,-0.04242071588395202,0.006369448285479695
1609689600000,0.0163211577967861,-0.0005451136151730651,0.0659108909778503
1609693200000,0.0309084231093813,-0.010277627094060993,0.04901341021380867
1609696800000,-0.0148599235712692,-0.033465972954074275,0.005527253614764138
1609700400000,0.0210463756371975,-0.011823906285613361,0.02218440885571127
1609704000000,0.010461614903041,-0.008603496519449916,0.03396175683768998
1609707600000,0.0148758209877937,-0.001555655940702394,0.019956215352062934
1609711200000,0.0351510560964272,-0.0202849188066212,0.03622412934139252
1609714800000,-0.014979975724383,-0.04307893809175001,0.020824863887729972
1609718400000,0.009245724284003,-0.021500419735824394,0.022369244764615548
1609722000000,-0.004292903710309,-0.01697488669561853,0.016730015221436023
1609725600000,0.0099201829973835,-0.005003753397446964,0.013273926574294492
1609729200000,0.0184334796508825,-0.009128288560440012,0.022909694191320273
1609732800000,-0.012015992815507,-0.024324857653723164,0.00093523058340228
1609736400000,0.0013808622442627,-0.00983410576274757,0.008540600261050635
1609740000000,-0.0163737927979291,-0.022415177422010046,0.0022073893822187607
1609743600000,-0.0480733818733678,-0.09519247851045565,0.005077965836151943
1609747200000,-0.0082677554933431,-0.037436349183027406,0.026278409880985176
1609750800000,-0.02443424535571,-0.0794755632993458,0.01855817697201978
1609754400000,0.0001913977357109,-0.07859869476627246,0.00828527947195612
1609758000000,-0.0026615863852931,-0.0445160110006948,0.0038714310582168565
1609761600000,-0.0053338020407586,-0.013148911572592237,0.0075470454121084884
1609765200000,-0.0039195733286027,-0.0472373272532951,0.0003536162657464814
1609768800000,0.034776643887764,-0.008384434280679365,0.036842103022967976
1609772400000,-0.0108663786417425,-0.026179009319986957,0.011255409273680517
1609776000000,-0.018074090246075,-0.04646202091239626,0.0037412603569548786
1609779600000,-0.02012979561029,-0.02839810913763241,0.008589506751412124
1609783200000,0.017462684629568,-8.73476875256074e-05,0.019011938366220615
1609786800000,0.0195744196767357,-0.00342828615347468,0.022164540528168963
1609790400000,-0.0178490895875408,-0.018778449292319532,0.003380509665383613
1609794000000,-0.0066066403147844,-0.014610141511840258,0.011205911892800291
1609797600000,0.0045273032383001,-0.002276320250183428,0.009075173309791129
1609801200000,0.020433147921401,-0.0066836607354057165,0.020459904137462015
1609804800000,0.018477190286552,0.0,0.04471447937938988
1609808400000,0.0061318326244807,-0.019245690274372063,0.01641830980311454
1609812000000,-0.0225192457775736,-0.02821070346373844,0.005692605296728548
1609815600000,-0.0263606696910686,-0.027980692434714793,0.010512032226380974
1609819200000,-0.0024371318623847,-0.008912917669874787,0.014174005118824162
1609822800000,-0.0153407277683284,-0.0271205660567988,0.015168941594180918
1609826400000,0.0176378315171479,-0.007693403931702036,0.021498040454102085
1609830000000,-0.0097966241213239,-0.013381970558410838,0.0040099603822150165
1609833600000,0.0051321948299687,-0.00055502654125128,0.022101179338859467
1609837200000,0.0219859648530985,-0.00022729855763259366,0.03173144978920206
1609840800000,-0.0004447597841044,-0.011360915214460476,0.007520378868907773
1609844400000,0.0317738536987275,-0.00569910961971587,0.031336550193430845
1609848000000,-0.0272613203479748,-0.026871979380846955,0.006326090028748954
1609851600000,-0.0044489841265614,-0.007885516238495427,0.015265076000060773
1609855200000,0.0211374733209357,-0.009759705389265072,0.02181150391304021
1609858800000,0.0033748142757738,-0.01248197895702896,0.004951554243928236
1609862400000,0.0166951523401406,-0.012018775632222312,0.02286549490815659
1609866000000,4.065371168934342e-05,-0.015727219202914977,0.0092484570650746
1609869600000,0.0098503036525291,-0.006663634622422698,0.012413493139136644
1609873200000,0.0008852050632351,-0.013969652586970582,0.011092648305607522
1609876800000,-0.0064254413477517,-0.014443097503508806,0.0012963327662145474
1609880400000,-0.0114804578826382,-0.018109927363769263,0.004622722108326371
1609884000000,0.0104882536906788,-0.00017398691048242654,0.016070025091907247
1609887600000,-0.0167211066244036,-0.02836472391790279,0.0023564284229227184
1609891200000,-0.0079006015805019,-0.017804747937756993,0.006608676872475794
1609894800000,0.0035133392618398,-0.011830997433403656,0.00359561660455876
