Open time,LogReturns,LogLow/O,LogHigh/O
1609545600000,-0.0352483734085565,-0.06602706128519198,0.004009107114337107
1609549200000,0.0383378904870298,-0.023671090996546296,0.04432706316348345
1609552800000,-0.0174696002989879,-0.020612522790309562,0.02880352730423541
1609556400000,0.0248027508139532,-0.004415505573346246,0.04905762167281591
1609560000000,-0.0139574892309316,-0.024063516824336495,5.366966323572253e-05
1609563600000,-0.0235927600339612,-0.025102219237187362,0.005336831269454612
1609567200000,-0.0150049177843918,-0.015756332944498408,0.01325551146773829
1609570800000,-0.0078445149879519,-0.012696233625793973,0.011195301311577865
1609574400000,0.0038731038904865,-0.004059352076659528,0.018822090205703912
1609578000000,-0.0216063108262813,-0.02348186085494952,0.018608064252264467
1609581600000,0.0126985833371273,-0.0033165596397135566,0.029194975627704123
1609585200000,0.0125393492527351,-0.00240522392898046,0.016845249870246715
1609588800000,0.0222928465741711,-0.030041966911418694,0.0284495923268977
1609592400000,-0.0054432482764747,-0.01422737196252899,0.027430416138416347
1609596000000,-0.0109198901140222,-0.03026598810816028,0.002055841813121906
1609599600000,0.0018563839606752,-0.014115480533838376,0.01336372595769586
1609603200000,0.012177560830221,-0.016941395015147576,0.020409439135405938
1609606800000,0.0642400478608606,-0.0006099082554400503,0.06288813833191198
1609610400000,-0.0156905063499891,-0.02563025916633499,0.040509543338209886
1609614000000,0.0141272732662913,-0.015628640453354103,0.017411749386824216
1609617600000,-0.078288580249276,-0.08667031286626903,0.0008855781580505706
1609621200000,0.0268745135777199,-0.012712997554158223,0.03305902826838725
1609624800000,-0.0092105551448787,-0.02266260064588088,0.0
1609628400000,-0.0027186745183062,-0.021134850640594838,0.01015517309378211
1609632000000,0.0049325341783265,-0.0013900088418593581,0.016585772933793375
1609635600000,-0.0019368590211477,-0.002218648644295551,0.024085679066104593
1609639200000,0.0627956028162021,-0.0038802709439899052,0.06759401433533296
1609642800000,0.012356367629074,-0.021674792443469704,0.01472324155289384
1609646400000,0.0108341206907689,-0.016783610752821754,0.01696121339334833
1609650000000,-0.0019333508947601,-0.015741896665086297,0.008258438323332618
1609653600000,0.0584533808974705,-0.00045886762474411924,0.06807492558129913
1609657200000,-0.0052496087038283,-0.019153493617149908,0.008560344950365839
1609660800000,0.0741528101763726,-0.000968429283511929,0.0971476156483948
1609664400000,-0.0340669984945704,-0.043474153805291404,0.030593685374504687
1609668000000,0.0294380888069835,-0.008942770357175611,0.0468319058183595
1609671600000,0.0203765660770831,-0.003881396758023903,0.06959329179919516
1609675200000,-0.0085103124331935,-0.013508314715616865,0.03158317285362777
1609678800000,-0.0697244353167125,-0.07844890463410248,0.005548787957788459
1609682400000,-0.015972628616597,-0.046717832150488414,0.012572814177592928
1609686000000,0.0058991515787286,-0.035893567533973436,0.018260959134609234
1609689600000,-0.0472365553301548,-0.055361855154195894,0.0175405362170995
1609693200000,-0.004356201803169,-0.0417298091773044,0.01582748779517662
1609696800000,0.0127113943587057,-0.013286515654242659,0.016113949555360718
1609700400000,-0.0158128026458257,-0.022864801823223035,0.0024530061610668064
1609704000000,0.0227557140797446,-0.008488928501927062,0.02355181323612998
1609707600000,0.006054308602819,-0.0034968563957445964,0.026281040132274613
1609711200000,0.0266070517551214,-0.0100398457640134,0.0285678001988523
1609714800000,0.0480626635836882,-0.005312738890646207,0.05117286324391124
1609718400000,0.0209912296318351,-0.03688281756871781,0.04095966919521621
1609722000000,0.0325562831952592,-0.02780429743895152,0.04365466654319328
1609725600000,0.0057717086907233,-0.014563045733411384,0.041125860127177116
1609729200000,-0.0006925807566252,-0.021079190414744042,0.01464897214075045
1609732800000,0.0143163598189835,-0.029089445104978018,0.017473130060064013
